Test-ID,Unary-Type,math_fidelity,input0_df,input0_t,input0_grid_size_r,input0_grid_size_c,input0_mb_r,input0_mb_c,input0_ub_r,input0_ub_c,input0_ublock_order,input0_buf_size_mb,output_df,output_t,output_grid_size_r,output_grid_size_c,output_mb_r,output_mb_c,output_ub_r,output_ub_c,output_ublock_order,output_buf_size_mb,first-input-idx-recorded,last-input-idx-recorded,average-math-utilization,total-runtime,input0-bw,input1-bw,output-bw,input0-bw-across-cores-total-runtime,input1-bw-across-cores-total-runtime,output-bw-across-cores-total-runtime
25,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,4,2,4,r,2,Bfp8_b,1,1,1,7,4,2,4,r,2,0,127,43.71944808959961,23609449,1.6352339791278552,N/A,1.6349562088729774,1.6349129232113804,N/A,1.6349129232113804
26,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,7,2,4,r,2,Bfp8_b,1,1,1,4,7,2,4,r,2,0,127,43.71955871582031,23609387,1.635237889108807,N/A,1.6349564880618377,1.6349172166138835,N/A,1.6349172166138835
27,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,7,1,4,r,2,Bfp8_b,1,1,1,7,7,1,4,r,2,0,127,43.59894561767578,20715364,1.6307577679432304,N/A,1.6304360303595222,1.6304067415856174,N/A,1.6304067415856174
28,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,7,1,2,r,2,Bfp8_b,1,1,1,7,7,1,2,r,2,0,127,43.52078628540039,10376283,1.6281588591763774,N/A,1.627513449205403,1.627483999809951,N/A,1.627483999809951
29,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,7,1,1,r,2,Bfp8_b,1,1,1,7,7,1,1,r,2,0,127,43.280460357666016,5216950,1.6195542966660499,N/A,1.6185311402463987,1.618496876527473,N/A,1.618496876527473
30,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,7,4,1,r,2,Bfp8_b,1,1,1,7,7,4,1,r,2,0,127,43.59889221191406,20715387,1.6307549110213242,N/A,1.6304387275081615,1.630404931368166,N/A,1.630404931368166
31,gelu_derivative,LoFi,Bfp8_b,1,1,1,4,7,4,2,r,2,Bfp8_b,1,1,1,4,7,4,2,r,2,0,127,43.719482421875,23609429,1.6352369814329908,N/A,1.6349539753655287,1.6349143081774657,N/A,1.6349143081774657
32,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,7,4,2,r,2,Bfp8_b,1,1,1,2,7,4,2,r,2,0,127,43.7099494934082,11807289,1.6351998374101069,N/A,1.6346427399492385,1.6345578261021643,N/A,1.6345578261021643
33,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,7,8,1,r,2,Bfp8_b,1,1,1,2,7,8,1,r,2,0,127,43.70988845825195,11807305,1.6351978825082774,N/A,1.634634925697162,1.6345556111237913,N/A,1.6345556111237913
34,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,2,8,1,r,2,Bfp8_b,1,1,1,2,2,8,1,r,2,0,127,43.661338806152344,3377267,1.6350021367227634,N/A,1.6330164059200403,1.6327400350638548,N/A,1.6327400350638548
35,gelu_derivative,LoFi,Bfp8_b,1,1,1,2,4,8,1,r,2,Bfp8_b,1,1,1,2,4,8,1,r,2,0,127,43.6956901550293,6749224,1.6351489765747829,N/A,1.6341599664632647,1.6340246049027267,N/A,1.6340246049027267
36,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,4,8,1,r,2,Bfp8_b,1,1,1,7,4,8,1,r,2,0,127,43.7196044921875,23609362,1.635239425177868,N/A,1.6349580933996342,1.6349189478309494,N/A,1.6349189478309494
37,gelu_derivative,LoFi,Bfp8_b,1,1,1,7,2,8,1,r,2,Bfp8_b,1,1,1,7,2,8,1,r,2,0,127,43.70981216430664,11807326,1.6352013734076807,N/A,1.6346307395214248,1.634552703973787,N/A,1.634552703973787
